post_id,conversation_id,author_id,author_username,author_description,admin1_name,article_url,post_text,post_creation_ts
1781330416831459551,1781329918074204209,15393123,loril,"Believer in @ClimatePower, forever health care obsessed, Sooner bred lover of all kittens and proud alum of Obama admin.","Washington, D.C.",https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,RFK Jr.’s candidacy does nothing more than pave the way for Trump's re-election. It's time for him to drop out. Period.,2024-04-19T14:34:01
1785899133032952230,1785891058619994186,17404765,supersat,"KY0LO. Recovering hackademic. He/Him.

skeeting as https://t.co/WdQ4ecJPYr

Backup in case everything goes to shit: @supersat@defcon.social",Washington,https://www.nytimes.com/2024/05/01/science/resilient-societies-climate-change.html,"@ericlaw I was just thinking the other day that while COVID is horrible and don't want another pandemic, it sure did spur some innovation and rapid societal changes (a shift to WFH/distributed workforces/universal videoconferencing, sidewalk cafes, better infection control hygiene, etc)",2024-05-02T05:08:28
1785899255309451629,1785891058619994186,17404765,supersat,"KY0LO. Recovering hackademic. He/Him.

skeeting as https://t.co/WdQ4ecJPYr

Backup in case everything goes to shit: @supersat@defcon.social",Washington,https://www.nytimes.com/2024/05/01/science/resilient-societies-climate-change.html,@ericlaw But I don't think we can suffer that kind of shock that often. It still seems like people are burnt out from it.,2024-05-02T05:08:57
1781038825307029796,1781037355354182015,1465284240,TeranAVilla,Love to run and chill,New Mexico,https://www.nytimes.com/2024/04/18/climate/blm-public-lands-conservation.html,@MSchwartz3 @SecDebHaaland Yaaay! Appreciate DOI’s work!,2024-04-18T19:15:20
1790475455616725012,1790466264256704705,234401589,JayCES2011,,,https://www.nytimes.com/2024/05/13/climate/cloud-brightening-geoengineering.html,@tesssummers98 Wouldn't that have the reverse effect at night and trap the heat in,2024-05-14T20:13:08
1794307772638798238,1794294855696282080,234401589,JayCES2011,,,https://www.nytimes.com/2024/05/24/travel/heat-waves-europe-tourists.html,"@nytimes Surely Antarctica is the fastest warming, with all the melting ice",2024-05-25T10:01:24
1783979252850774062,1783581438622777484,805972611490545664,1ce2EveryMan,,"Washington, D.C.",https://www.nytimes.com/2024/04/26/climate/climate-policies-trump-would-reverse.html,"@JeffSharlet from postscript to Burma Sahib: ""I had reduced everything to the simple theory that the oppressed are always right &amp; the oppressors always wrong, a mistaken theory"" You've been cautioning against this.",2024-04-26T21:59:33
1783977505323364730,1783581438622777484,805972611490545664,1ce2EveryMan,,"Washington, D.C.",https://www.nytimes.com/2024/04/26/climate/climate-policies-trump-would-reverse.html,@JeffSharlet Actually I very briefly pondered today if it was a Star Wars allusion. Just ordered used paper Facism &amp; Democracy (Orwell).,2024-04-26T21:52:36
1776056325254053924,1776006400336105951,194553939,RAILMag,The most extensive coverage of North American passenger rail on Twitter and now railmag handle over on bksy.,Louisiana,https://www.nytimes.com/2024/04/04/climate/trains-planes-carbon-footprint-pollution.html,"@BadgerJust @janelovestrains @RailPassengers They do not that in the article, but I get your point",2024-04-05T01:16:40
1776013263475560593,1776006400336105951,194553939,RAILMag,The most extensive coverage of North American passenger rail on Twitter and now railmag handle over on bksy.,Louisiana,https://www.nytimes.com/2024/04/04/climate/trains-planes-carbon-footprint-pollution.html,"@janelovestrains @RailPassengers Not sure the math lines up:
JFK-SFO: about 2600 miles, 840 lbs of carbon (.32 lbs per mile)
Lakeshore Limited-Zephyr: 3600 miles; 1133 lbs of carbon (high estimate; .31 lbs per mile) 
Flying is better for emissions because it travels less miles. That’s it. Unrelated to diesels.",2024-04-04T22:25:33
1783996477867532515,1783581438622777484,906901173558546434,cmbennett01,"https://t.co/WJw33rgvTk
@cmbennett01@astrodon.social",Maryland,https://www.nytimes.com/2024/04/26/climate/climate-policies-trump-would-reverse.html,@JeffSharlet It is very much a disputed idea. In fact it's only common among those with a very specific ideology.,2024-04-26T23:08:00
1789005881935323355,1789005880651866252,403019655,AdvEnergyUnited,National business group united in our mission to accelerate the transition to 100% clean energy in the United States. (formerly AEE),"Washington, D.C.",https://www.nytimes.com/2024/05/10/business/energy-environment/california-electric-bills-fixed-charge.html,"Our #California lead Edson Perez also told @nytimes @ivanlpenn about the impacts:

“It will mean less solar energy and fewer home batteries. And it will mean fewer of the smart, flexible devices, from thermostats to E.V. chargers, that can help the grid when we need it most.”",2024-05-10T18:53:35
1789005883424354801,1789005880651866252,403019655,AdvEnergyUnited,National business group united in our mission to accelerate the transition to 100% clean energy in the United States. (formerly AEE),"Washington, D.C.",https://www.nytimes.com/2024/05/10/business/energy-environment/california-electric-bills-fixed-charge.html,"What's next: 
- The CPUC should implement carefully and thoughtfully and course-correct when the time comes.
- The legislature should implement safeguards, such as those proposed in Assembly Bill 1999, to prevent further blows to our #cleanenergy future.

Our full press statement… https://t.co/UdlJzld8wA",2024-05-10T18:53:35
1777697763968385398,1777697762554892452,28170961,middlechildtake,Writer/marketer who knows we are more alike than we are different. I have a ❤️ for anyone touched by #ALS.,Colorado,https://www.nytimes.com/2024/04/09/climate/epa-pollution-chemical-plants.html,The new regulation is aimed at reducing the risk of cancer for people who live close to plants emitting toxic chemicals.,2024-04-09T13:59:09
1781320776802594835,1781320147392700477,69382795,craigauster,"Electing climate champs as Vice President, Political Affairs for @LCVoters | previously @WUFPAC @LoisFrankel @Sewell4Congress | Opinions are my own","Washington, D.C.",https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,Environmental leaders are united behind President @JoeBiden &amp; VP @KamalaHarris. A vote for RFK Jr. = a vote for Trump = a vote for more pollution and climate disaster.,2024-04-19T13:55:43
1794815111657623946,1794809821113229721,14144520,BobBrigham,Longtime reporter. Progressive. Montanan in #Bozeman trying to learn more about #Montana history.,Montana,https://www.nytimes.com/2024/05/26/us/politics/fetterman-democrats-israel-gaza.html,"@mehdirhasan John Fetterman stroked out, is now dumb as a rock, and the NYT keeps celebrating his mental decline.",2024-05-26T19:37:23
1778856236634845343,1778854296810815903,45655109,Phermes54,"To change something, build a new model that makes the existing model obsolete -B. Fuller. Long covider, zen buddhist, socialist, poet/writer, BLM, antifa...","Washington, D.C.",https://www.nytimes.com/2024/04/12/climate/biden-administration-raises-costs-to-drill-and-mine-on-public-lands.html,@Moore_patriciat Thanks for following back! Agree that we shd stop making stupid people famous. How about if we made people who were doing good stuff famous?,2024-04-12T18:42:31
1778054011662614772,1778053731679875081,1766471569797173248,toni_myrtrentr,,Wisconsin,https://www.nytimes.com/2024/04/10/climate/epa-pfas-drinking-water.html,@nytimes my nudes in profile,2024-04-10T13:34:45
1785468500213145632,1785459192276427144,3187896158,halossince67,,California,https://www.nytimes.com/2024/04/30/business/tesla-layoffs-supercharger-team.html,@Truthoverchaos @nytimes jesus loved porn.,2024-05-01T00:37:17
1775256678805434619,1775169561123254736,856347266,JuliaHaverinen,Native Texan Goldwater-Wife Mom Gogi Sister Aunt. Girl Friend #1A #2A no can't Block Evil. RRT #LovesJesus #MAGA #TeslaBitcoinMining #SpaceX Mars Moon 🌝EM,Maine,https://www.nytimes.com/2024/04/02/business/tesla-auto-sales-first-quarter.html,@GadSaad @AbigailShrier Excellent. Easy listening 👏🏻👏🏻👏🏻 I shared with a busy Therapist. Maine needs less Parasited Marxist Policies &amp; more access to Behavioral Health Care.  Children are not safe in this State.  Pray for them 🙏🏻😭🥹,2024-04-02T20:19:09
1796018592678359350,1795791154576818677,1219548972538191872,FavoriteSon6,"ItsGregory  💯-Provacateur 🇵🇸 🦺 ⚖️🌻 🌎  😷 😋  🎶 Gentler & Kinder 
#Happy #DemocraticSocialist #Contrarian #FactsMatter",Colorado,https://www.nytimes.com/2024/05/28/climate/pfas-forever-chemicals-industry-lawsuits.html,@LTrotsky21 Are these capitalists employees or contract gig workers,2024-05-30T03:19:35
1793994837215375438,1793973562828784048,1651423714242617344,SusanHopki10036,Proud🇺🇸. Use Duckduckgo for fast/fact check. They don't seem to practice Censorship like Google. Check out my book! KU Subscribers Free!,North Carolina,https://www.nytimes.com/2024/05/23/climate/trump-oil-democrats.html,@Morning_Joe Attacking Trump is all Democrats Got. https://t.co/EtpdwRfogr,2024-05-24T13:17:54
1779904425534124218,1779901426640064908,318038734,HoldThePoint,"Just a guy w/mild skin issues & rather large eyes; my circumspect reads taciturn. I hosted HoldThePoint .com, now dark & originated the Player X Ray infographic",California,https://www.nytimes.com/2024/04/15/climate/coral-reefs-bleaching.html,"@JoeNBC Got a letter from the Cousteau Society in 1975 talking about this. Jacques himself was alarmed that there was no place without trash when he dived, regardless of depth or remoteness. 
""Drill baby drill"" should be ""kill baby kill"".",2024-04-15T16:07:38
1776033845277601972,1776033516460884259,58397328,tonsofleads,Learn how to build your #list on steriods with this automated system to grow your #affiliatemarketing #business.,Kentucky,https://www.nytimes.com/2024/04/04/us/politics/richard-benedick-dead.html,@nytimesworld KEEP AMERICA TRUMPLESS Shirt: https://t.co/zhbLHM5Py7,2024-04-04T23:47:20
1791127747424592002,1791127745184895413,5360012,greenpeaceusa,"Fighting for a greener, healthier world, no matter what forces stand in our way.","Washington, D.C.",https://www.nytimes.com/2024/05/15/climate/desantis-climate-change-florida.html,"Source: https://t.co/OIDhOGpQ41

And photo credit for the above: ""Ron DeSantis 2020 (cropped)"" by U.S. Secretary of Defense is licensed under CC BY 2.0.",2024-05-16T15:25:07
1787853988471206314,1787829896720359779,1592168941593436160,RyanCar15826463,,Minnesota,https://www.nytimes.com/2024/05/07/dining/sweetgreen-steak.html,@VoterScumbag @nytimes That'll show em lol,2024-05-07T14:36:22
1775966848565071922,1775966593828200858,1631318022513098752,IAmWittyWisdom,Spreading joy & insight on the daily! 😂🧠 Tackling big issues with a grin. #ThoughtLeader #ChangeMaker #SeriousFun Let's make wisdom viral! 🚀✨ #StayWitty,California,https://www.nytimes.com/2024/04/04/climate/global-forest-tree-loss-wri.html,@nytimes Seems like our 'Save the Trees' campaign needs an update... maybe 'Pretty Please with Oxygen on Top?' 🌳😅 Let's branch out our efforts before Mother Nature unsubscribes! #TreeRealityCheck #OxygenIsTrending,2024-04-04T19:21:07
1795467382988681512,1795467380560138747,27569272,SMBWhitney,"Passionate about Being.  Respect, Fact-based Truth, Inclusiveness, & Our Democratic Freedoms. #TeamPatriot 
Madly in Love w Love",,https://www.nytimes.com/2024/05/28/climate/pfas-forever-chemicals-industry-lawsuits.html,"""They are thought to be present in the blood of nearly every American. Researchers have linked exposure to PFAS to testicular and kidney cancers, developmental delays in children, decreased fertility, liver damage and thyroid disease.""",2024-05-28T14:49:16
1795469361756451162,1795467380560138747,27569272,SMBWhitney,"Passionate about Being.  Respect, Fact-based Truth, Inclusiveness, & Our Democratic Freedoms. #TeamPatriot 
Madly in Love w Love",,https://www.nytimes.com/2024/05/28/climate/pfas-forever-chemicals-industry-lawsuits.html,PFAS Forever Chemicals Pose A Global Threat To Our Health https://t.co/v9hhNaR8eB,2024-05-28T14:57:08
1774121943119069610,1774121008108032426,2365887990,equalityAlec,"founder, @CivRightsCorps
civil rights lawyer
author of usual cruelty (2019) and 
copaganda (forthcoming 2024)","Washington, D.C.",https://www.nytimes.com/2024/03/29/us/iowa-spill-fish-kill.html,"@AnnMLipton Where in that article is it reported as a criminal issue? I may have missed it. (Separately, the point of the post wasn't to suggest no one had covered it.  It was to ask people if they had heard of it given the far lower levels of coverage and placement such stories receive.)",2024-03-30T17:10:07
1791971178908659838,1791956953129779450,1754476867606786048,xstremely,"Proud father, veteran and hard working American. 🇺🇸",Virginia,https://www.nytimes.com/2024/05/18/world/americas/mexico-city-water.html,"@nytimes Cumulative rainfall has been increasing in Mexico City every year since 1999. This is an overpopulation issue, and poor infrastructure problem. Has zero to do with Climate Change.",2024-05-18T23:16:36
1780367262291055012,1780365674767908929,1450527663186227200,fishhead572,"RN-positive | 0352 | Pro-Democracy 🌻
    
Unions Built America.

I really like animals. People, not so much. 
Browns Fan.",Wisconsin,https://www.nytimes.com/2024/04/16/climate/ambler-road-alaska-interior.html,@AllanMargolin @TPBlue4 @TNCNatureLab @Nature_IL @fake_biden @natureofthings7 @AltYelloNatPark @hana___anah @ANNOKLA1 @NWF @NWF_Intl @lizzym4jam @wandainparis @Claudette966 @jeandunn52 Good news.,2024-04-16T22:46:47
1783699430022971804,1783554595484012718,1192842804,Anyaisanangel,This is a divorced woman living in New York. I am 35 years old. I achieve my freedom through cryptocurrencies and I love crypto. #BTC  #SOL,Florida,https://www.nytimes.com/2024/04/25/climate/energy-dept-speed-transmission.html,"@AlecStapp It is expected to promote the development and use of clean energy. This initiative will provide a more efficient approval channel for some important energy projects, which is crucial to promoting the innovation and application of clean energy technologies",2024-04-26T03:27:38
1775888030517375464,1775886160323023245,1522183542796693505,friarfan480,"32 Padres Fan, Independent, Strong Advocate of common sense.",Arizona,https://www.nytimes.com/2024/04/04/climate/epa-green-bank-clean-energy.html,@nytimes So $20B to fight climate change in the projects? 😂,2024-04-04T14:07:55
1785279746684731505,1785256663097749629,1405231397846011914,DrSasshole,"Faith, Family and Country #RESIST #FJB #BidensWar",Wisconsin,https://www.nytimes.com/2024/04/30/climate/biden-administration-moves-to-speed-up-permits-for-clean-energy.html,"@HerbieZiskend46 Because prices are too LOW, right?

https://t.co/jzP3yDEhOs",2024-04-30T12:07:15
1793873340446466297,1793872065096782158,4838532948,WarOnNewMedia,"😶🤣Lol, pretty sure I have more Blocks than Follows. The Left censors wrong covid, Trump, and Ukraine views. The Right censors wrong Israel views.",Colorado,https://www.nytimes.com/2024/05/22/climate/howler-monkeys-mexico-heat.html,@nytimes Give up freedoms so temps don't kill the monkeys yall. Solar cycles have nothing to do with it. It's YOU. You fart. The cows you eat fart. It's your fault. Get your vaccines to lower global warming. 😶😶🙃,2024-05-24T05:15:07
1795489381232390213,1795458952559300997,61768027,paulmcclintock,"MAGA TERRORIST HAS UNFOLLOWED THOUSANDS of MY FOLLOWERS🛑
 🛑🛑 X SECURITY DOESN'T EXIST!😈😈
👍LET'S GO BIDEN!🇺🇸",Florida,https://www.nytimes.com/2024/05/27/climate/trump-electric-vehicles.html,"@craigtimes @CoralMDavenport @JackEwingNYT 😠SMELL OF HIS OWN!😉
           🛑🛑🛑🛑🛑 https://t.co/cX6CG6tTHl",2024-05-28T16:16:41
1795617579312320683,1795616198622597155,44202038,DavidDoniger,Senior Strategist and Attorney for the Natural Resources Defense Council's Climate & Energy Program @NRDC. Twitter views my own.,"Washington, D.C.",https://www.nytimes.com/2024/05/25/climate/extreme-heat-biden-workplace.html,It should be ironic that the worst-polluting states suffer the worst impacts of climate change. But it’s really just the cruelty of well-air-conditioned rulers who call themselves “conservatives.”,2024-05-29T00:46:06
1783842970581753944,1783842008559231046,44202038,DavidDoniger,Senior Strategist and Attorney for the Natural Resources Defense Council's Climate & Energy Program @NRDC. Twitter views my own.,"Washington, D.C.",https://www.nytimes.com/2024/04/26/climate/biden-trump-environmental-regulations.html,"And, need I say, it’s not just poor industry execs trying to cope with the uncertainty of policy “whiplash.” Returning to climate change denial would be a disaster for the US economy.",2024-04-26T12:58:01
1793996434909634894,1793973562828784048,1509921784832876544,JRockwell77,,New York,https://www.nytimes.com/2024/05/23/climate/trump-oil-democrats.html,"@Morning_Joe See Dems want to put you all in chains and drinking expensive electric cars, not on my watch!",2024-05-24T13:24:15
1778877452573421767,1778867886666527162,1474453692191412224,PREDTRADES,Stoic Trader that is relentlessly learning 📈📉🌊🏄🏻,Florida,https://www.nytimes.com/2024/04/12/climate/biden-administration-raises-costs-to-drill-and-mine-on-public-lands.html,@LazerBone1980 @GoldTelegraph_ $DXY spiked upwards,2024-04-12T20:06:49
1780297694499537118,1780297446695858533,1511799801830121479,JSherid3333,🇬🇧,Illinois,https://www.nytimes.com/2024/04/16/climate/has-tesla-peaked.html,"@carlquintanilla @nytimes @dgelles In that case, its the bottom 😎💫",2024-04-16T18:10:21
1781464692038508824,1781328422968692964,880918809145524224,RogelioDaprince,#Resister #NoMAGA #AnimalLover #Dogs #Pets #SaveEarth #VoteBlueNoMatterWho-DEMOCRAT & loving it #DogDad Vote  Did you know I coined MAGAt & MAGAts No I did,California,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,"@Meidas_LaurenA He’s whacked out 

Too many years of #Heroin fried his brain &amp; voice😆",2024-04-19T23:27:35
1788764231099093303,1788754686515802232,167446775,noturbine,The people of Union Beach fought hard to prevent our sewage plant from building a loud 40-story industrial wind turbine in our Bayshore town.,Florida,https://www.nytimes.com/2024/05/09/climate/biden-environmental-rules-epa.html,"@NYTScience Bisphenol A in wind turbines damages human fertility

Bisphenol A and similar substances are among the most troublesome substances that are now finding their way into drinking water, watercourses, and our sea areas in larger and larger quantities. https://t.co/Kocl5GFOQe",2024-05-10T02:53:20
1785413389361226222,1785352373675704508,855849473288708096,AZ_Sycamore,I’m voting Blue in 2024 #EarthFirst #BLM #LGBTQ+ #WomensRightsAreHumanRights #DemVoice1 #ProudBlue #DemsUnited 🇺🇸🏳️‍🌈🏳️‍⚧️ he/him,Arizona,https://www.nytimes.com/2024/04/30/climate/biden-administration-moves-to-speed-up-permits-for-clean-energy.html,@fiona_webster22 I love that impacts to low income communities is finally part of the process. #BidenomicsIsWorking,2024-04-30T20:58:18
1793330076253134942,1793328141483549133,14739960,missnicely,"Just trying to keep my sanity while raising a smart, caring and inquisitive girl that is always running on all cylinders",Florida,https://www.nytimes.com/2024/05/21/us/miami-heat-summer-weather.html,@Martina @nytimes @GovRonDeSantis I am in Tampa and it has been ridiculous. My house looks like a cave cause even with energy efficient windows all the drapes and blinds are closed.,2024-05-22T17:16:23
1793781030463397954,1793781026717945937,21205756,lincolnparkzoo,Lincoln Park Zoo inspires communities to create environments where wildlife will thrive in our urbanizing world.,Illinois,https://www.nytimes.com/2024/05/23/science/chimpanzees-research-retirement.html,"Experts, including Lincoln Park Zoo’s director of veterinary medicine Dr. Kathryn Gamble, say that N.I.H. must consider that the risks of transport are outweighed by the potential benefits of being placed in appropriate sanctuary care at @ChimpHaven, our sanctuary partner.",2024-05-23T23:08:19
1793781033663656323,1793781026717945937,21205756,lincolnparkzoo,Lincoln Park Zoo inspires communities to create environments where wildlife will thrive in our urbanizing world.,Illinois,https://www.nytimes.com/2024/05/23/science/chimpanzees-research-retirement.html,Feeling fired up? Help urge N.I.H. to relocate these chimps by signing this @HumaneSociety petition: https://t.co/4enAHhUoC1,2024-05-23T23:08:19
1793781032015262096,1793781026717945937,21205756,lincolnparkzoo,Lincoln Park Zoo inspires communities to create environments where wildlife will thrive in our urbanizing world.,Illinois,https://www.nytimes.com/2024/05/23/science/chimpanzees-research-retirement.html,Learn more via @nytimes  https://t.co/FYnzBveqyT,2024-05-23T23:08:19
1793781028395631002,1793781026717945937,21205756,lincolnparkzoo,Lincoln Park Zoo inspires communities to create environments where wildlife will thrive in our urbanizing world.,Illinois,https://www.nytimes.com/2024/05/23/science/chimpanzees-research-retirement.html,"Their rationale is that the chimps are too sick to travel. The problem with that? They’ve said the chimps have been moribund, or on the brink of sudden death, for more than 5 years.",2024-05-23T23:08:18
1781471940462666110,1781022418066087979,1755778272544370688,Cakeslenore,"Proud Momma, Educator, Advocate, Recovering Democrat turned Independent, Hunter Gather. Organic food, regenerative farming",California,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,"@caffeinatedsurf @AnnaRMatson We all know the polls aren’t accurate.  According to the polls Hillary should have won against Trump.  🤷‍♀️. RFK Jr’s son and daughter-in-law are running his campaign, I mean his son’s last name is Kennedy.  So yes I can name some. I’m sure there are others but it doesn’t really… https://t.co/zlyGdCoayp https://t.co/8LXkCnRZTK",2024-04-19T23:56:23
1781467622548373694,1781022418066087979,1755778272544370688,Cakeslenore,"Proud Momma, Educator, Advocate, Recovering Democrat turned Independent, Hunter Gather. Organic food, regenerative farming",California,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,"@caffeinatedsurf @AnnaRMatson Sure, you can make up your own mind not to vote for sleazy, sleepy Joe.  I have.  Never again blue no matter who. https://t.co/spRnf7IHjZ",2024-04-19T23:39:13
1781475002396954794,1781022418066087979,1755778272544370688,Cakeslenore,"Proud Momma, Educator, Advocate, Recovering Democrat turned Independent, Hunter Gather. Organic food, regenerative farming",California,https://www.nytimes.com/2024/04/19/climate/rfk-jr-environment.html,"@caffeinatedsurf @AnnaRMatson I can do this all day.  It doesn’t matter if Eww Kerry Kennedy or any of the others support his candidacy.  I don’t agree with some of my family members politically, so what?  If you want to swallow everything the MSM feeds you be my guest.  If you want to delve a little deeper,… https://t.co/lVR2k36rtp",2024-04-20T00:08:33
1794702466514387314,1794702463058239514,18324802,tonynovak,"https://t.co/6K1uxEGk9J, NJ small business advocate, Host of “Daily Tax Minute” show, quoted by WSJ, Money Magazine, Bloomberg, Yahoo Finance, and NJCPA Magazine",New Jersey,https://www.nytimes.com/2024/05/26/us/politics/fetterman-democrats-israel-gaza.html,The article mentions that he has annoyed some liberal Ds. It does not mention that he gained further support and respect from some moderates like me.,2024-05-26T12:09:46
1775258394930118671,1775115398842597613,303525188,Zathras3,"Wisconsin and the world. Opinions my own except for RTs, which are other people's. Once a Republican.  @Zathras5.bsky.social",Wisconsin,https://www.nytimes.com/2024/04/01/us/politics/mike-johnson-ukraine-aid.html,"@GregTSargent I fear people are getting their hopes up over this, and choosing to see what they wish to see.  The best case now appears to be weeks of wrangling over conditions on aid to Ukraine plus sundry other provisions.  They are weeks Ukraine cannot afford — and this is the best case.",2024-04-02T20:25:58
1790908127900016906,1790874192662896698,111954709,dzarrilli,"dad, husband, runner, drummer, engineer… also: Special Advisor @Columbia & former NYC Chief Climate Policy Advisor | he/him views mine 🌎🇺🇸",New York,https://www.nytimes.com/2024/05/15/podcasts/the-daily/climate-insurance.html,"“The turmoil in insurance markets is a flashing red light for an American economy that is built on real property.”

No insurance ➡️ no mortgage ➡️ fewer buyers ➡️ lower home values &amp; tax revenues

“leaving communities with less money for schools, police and other basic services.”",2024-05-16T00:52:25
1790908125102342322,1790874192662896698,111954709,dzarrilli,"dad, husband, runner, drummer, engineer… also: Special Advisor @Columbia & former NYC Chief Climate Policy Advisor | he/him views mine 🌎🇺🇸",New York,https://www.nytimes.com/2024/05/15/podcasts/the-daily/climate-insurance.html,"It’s covered a bit in the article, but what really happens when your insurance coverage is dropped? What happens when the inability to secure insurance in a whole community means no bank will give you a mortgage? Real estate market meltdown…

https://t.co/n1MlCFdqep",2024-05-16T00:52:25
1775268446584111549,1775263215305580576,912484416726827008,HatchOnX,,Oregon,https://www.nytimes.com/2024/04/02/dining/plastic-food-packaging.html,@ahmedyehia___ @nytimes while i understand the sentiment mr ahmed i gotta tell ya most people i know recycle plastic bags - mostly as trash can liners—i just don’t really feel local bag bans are doing much for the environment any more than anything else at the consumer level,2024-04-02T21:05:55
1795482837858300188,1795476813772136884,245567280,vancemurphy,Views my own.,Idaho,https://www.nytimes.com/2024/05/28/climate/extreme-heat-worldwide.html,@RepJayapal That’s why people are fleeing northern states for southern states,2024-05-28T15:50:41
